,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,81,5.572935432368747,0.028677560764288,-0.0033614504556912,-5.86683780944752e-05,0.0,0.0,0.0,0.0
1,1.0,90,5.210654159881833,0.0143113842466127,-0.0046183646554566,-8.060566929545118e-05,5.210654159881833,0.0143113842466127,-8.060566929545118e-05,-0.0046183646554566
2,2.0,81,5.572935432368747,0.028677560764288,-0.0033614504556912,-5.86683780944752e-05,10.783591885720114,0.04253973472775774,-0.00013927404738992637,-0.0079798151111478
3,3.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,15.363823539177977,0.0616516314727739,-0.00010256232430747969,-0.005876388319870599
4,4.0,56,0.3662709575115334,0.0223263782975252,0.0107386785449146,0.00018742529792203352,15.73009678460835,0.08394044405221032,8.486297361455383e-05,0.004862290225043999
5,5.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,15.846524367768804,0.16286847933292958,-0.00013664739349289828,-0.0078293189286065
6,6.0,9,0.7561530659457254,0.0962073634336921,-0.0136209701271812,-0.0002377307760351027,16.6026905731403,0.2589725155231836,-0.000374378169528001,-0.021450289055787698
7,7.0,90,5.210654159881833,0.0143113842466127,-0.0046183646554566,-8.060566929545118e-05,21.813349725731776,0.27133314364601085,-0.00045498383882345216,-0.0260686537112443
8,8.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,21.92981990097291,0.3501983143689549,-0.0006764942059309043,-0.0387602628648948
9,9.0,17,0.3344586537257308,0.1940621546692403,-0.0296989463120923,-0.0005183443975190381,22.264409760080287,0.5440341653083555,-0.0011948386034499425,-0.06845920917698711
10,10.0,17,0.3344586537257308,0.1940621546692403,-0.0296989463120923,-0.0005183443975190381,22.599100047961585,0.7376965574365911,-0.0017131830009689806,-0.09815815548907941
11,11.0,81,5.572935432368747,0.028677560764288,-0.0033614504556912,-5.86683780944752e-05,28.172076431946323,0.7568266225386858,-0.0017718513790634558,-0.10151960594477061
12,12.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,28.28865036115303,0.8355383491311595,-0.001993361746170908,-0.11421121509842111
13,13.0,26,5.6409031035458055,-0.2417394564020337,-0.0482606516290726,-0.0008423072700852821,33.92906038379773,0.5825550199898447,-0.00283566901625619,-0.1624718667274937
14,14.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,34.04571798194783,0.6611426886644428,-0.0030571793833636418,-0.1751634758811442
15,15.0,26,5.6409031035458055,-0.2417394564020337,-0.0482606516290726,-0.0008423072700852821,39.68585568486767,0.4021591361434279,-0.003899486653448924,-0.2234241275102168
16,16.0,26,5.6409031035458055,-0.2417394564020337,-0.0482606516290726,-0.0008423072700852821,45.32577324329751,0.13842494706473962,-0.004741793923534206,-0.2716847791392894
17,17.0,7,4.233676164246734,0.4516256501082248,-0.1612364243943191,-0.002814106479823772,49.56154331909375,0.5699703751899199,-0.007555900403357978,-0.4329212035336085
18,18.0,32,2.721967101558579,0.0897584124450835,-0.023959165557035,-0.000418166325000682,52.28411091942296,0.6391595087987254,-0.00797406672835866,-0.4568803690906435
19,19.0,9,0.7561530659457254,0.0962073634336921,-0.0136209701271812,-0.0002377307760351027,53.04100710102556,0.7293342624350987,-0.008211797504393763,-0.4705013392178247
20,20.0,109,5.043734778475288,-0.0632907568217371,0.0084764506895654,0.00014794197341585997,58.08405209677596,0.6246279763911731,-0.008063855530977902,-0.4620248885282593
21,21.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,58.20111896969194,0.7026046661101716,-0.008285365898085354,-0.4747164976819097
22,22.0,81,5.572935432368747,0.028677560764288,-0.0033614504556912,-5.86683780944752e-05,63.77410072106847,0.6851079616607736,-0.00834403427617983,-0.47807794813760096
23,23.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,68.35433501593788,0.6666399342431489,-0.008307322553097383,-0.4759745213463238
24,24.0,32,2.721967101558579,0.0897584124450835,-0.023959165557035,-0.000418166325000682,71.07695383788092,0.7337832509121149,-0.008725488878098065,-0.49993368690335876
25,25.0,21,4.101249621639179,0.0529390209093434,-0.0010466941338041,-1.8268258896191627e-05,75.17850925089793,0.7509353027207294,-0.008743757136994256,-0.5009803810371628
26,26.0,107,1.7118749917933518,0.0666018683678129,-0.0025699152542372,-4.4853482683666297e-05,76.89090114701304,0.8025665966892219,-0.008788610619677922,-0.5035502962914
27,27.0,32,2.721967101558579,0.0897584124450835,-0.023959165557035,-0.000418166325000682,79.61355196890065,0.8683995416834491,-0.009206776944678604,-0.5275094618484351
28,28.0,6,5.2991248869372845,0.2570391529335202,-0.1059678416821273,-0.0018494877385852079,84.9148187366628,1.0766406291746728,-0.011056264683263812,-0.6334773035305623
29,29.0,104,4.338913951633892,0.0097737250425576,0.0149045399045399,0.0002601332948291026,89.25357555312185,1.0384425531164065,-0.010796131388434708,-0.6185727636260224
30,30.0,59,4.773742935311359,-0.1507590057690796,0.068011232243145,0.0011870199309814088,94.02541270344717,0.8361553784596255,-0.0096091114574533,-0.5505615313828773
31,31.0,104,4.338913951633892,0.0097737250425576,0.0149045399045399,0.0002601332948291026,98.36422025513065,0.8042361861309245,-0.009348978162624196,-0.5356569914783375
32,32.0,109,5.043734778475288,-0.0632907568217371,0.0084764506895654,0.00014794197341585997,103.40714292016169,0.6937951157973008,-0.009201036189208336,-0.527180540788772
33,33.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,103.52429839094765,0.7716386289424559,-0.009422546556315787,-0.5398721499424225
34,34.0,90,5.210654159881833,0.0143113842466127,-0.0046183646554566,-8.060566929545118e-05,108.73485608787094,0.7368524729836393,-0.009503152225611239,-0.5444905145978791
35,35.0,42,2.870161784491553,0.4052261154122788,-0.1633918575063613,-0.0028517258844354162,111.60873913882082,1.1147851167587448,-0.012354878110046656,-0.7078823721042404
36,36.0,96,1.4684698175748678,0.0684997761207064,-0.0050509987250318,-8.815655826584065e-05,113.07794316684675,1.1651373608929654,-0.012443034668312496,-0.7129333708292722
37,37.0,21,4.101249621639179,0.0529390209093434,-0.0010466941338041,-1.8268258896191627e-05,117.17953400123876,1.167041609241718,-0.012461302927208687,-0.7139800649630763
38,38.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,121.75965343670802,1.1297157365612625,-0.01242459120412624,-0.7118766381717991
39,39.0,9,0.7561530659457254,0.0962073634336921,-0.0136209701271812,-0.0002377307760351027,122.51694344596135,1.216521023284364,-0.012662321980161343,-0.7254976082989802
40,40.0,109,5.043734778475288,-0.0632907568217371,0.0084764506895654,0.00014794197341585997,127.55947250122372,1.0893716531128317,-0.012514380006745483,-0.7170211576094149
41,41.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,132.13958994909316,1.0518026811215027,-0.012477668283663037,-0.7149177308181377
42,42.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,132.2569998550676,1.1292619017019634,-0.012699178650770488,-0.7276093399717881
43,43.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,136.83711028203524,1.0908465308631106,-0.012662466927688042,-0.7255059131805109
44,44.0,104,4.338913951633892,0.0097737250425576,0.0149045399045399,0.0002601332948291026,141.17580014793816,1.0456795861380632,-0.012402333632858939,-0.7106013732759711
45,45.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,141.2932042182161,1.1231476515329806,-0.01262384399996639,-0.7232929824296215
46,46.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,141.41062544559318,1.2005897088088466,-0.012845354367073842,-0.735984591583272
47,47.0,6,5.2991248869372845,0.2570391529335202,-0.1059678416821273,-0.0018494877385852079,146.712614820655,1.3895403908149544,-0.014694842105659049,-0.8419524332653993
48,48.0,60,0.1164342808089824,0.0789181546056044,-0.0126916091536505,-0.00022151036710745212,146.8301961784597,1.466739103049472,-0.0149163524727665,-0.8546440424190497
49,49.0,88,4.580228947244686,0.0197498039579552,0.0021034267912772,3.6711723082446676e-05,151.41021017435688,1.4181689340123542,-0.014879640749684054,-0.8525406156277725
50,50.0,59,4.773742935311359,-0.1507590057690796,0.068011232243145,0.0011870199309814088,156.1811815001534,1.196397658408278,-0.013692620818702645,-0.7845293833846275
51,51.0,56,0.3662709575115334,0.0223263782975252,0.0107386785449146,0.00018742529792203352,156.54772381960115,1.2137068911515754,-0.01350519552078061,-0.7737907048397129
