,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,65,0.5075772838258665,-0.4469136650765319,0.3614761040532365,0.006308948183010597,0.0,0.0,0.0,0.0
1,1.0,41,0.33575380318901,-0.7090442016680898,0.7286915887850467,0.012718067455887652,0.33575380318901,-0.7090442016680898,0.012718067455887652,0.7286915887850467
2,2.0,31,-0.7690896486739051,0.4800821215354209,0.4019783412572635,0.00701584557664461,-0.43937919869848713,-0.23878197641479704,0.01973391303253226,1.1306699300423102
3,3.0,63,-0.3897847141325615,0.8171309540595116,0.3945336787564766,0.0068859117043061245,-0.8452121634906685,0.5704983978323477,0.026619824736838386,1.5252036087987868
4,4.0,100,2.230266991573626,-0.1743949438103391,0.0499554507337525,0.0008718870946217984,1.3889064889290346,0.4555275448310163,0.027491711831460184,1.5751590595325393
5,5.0,29,4.437449856070218,-0.507559247468098,0.2487269503546099,0.00434110422213242,5.83863146608843,0.07013781680003733,0.0318328160535926,1.8238860098871492
6,6.0,102,-0.8575108792401783,-0.0884918503243904,0.1638324420677361,0.0028594155356648616,4.984371489198965,-0.04560157784978812,0.034692231589257466,1.9877184519548854
7,7.0,65,0.5075772838258665,-0.4469136650765319,0.3614761040532365,0.006308948183010597,5.507144678596125,-0.4746408715464192,0.04100117977226806,2.3491945560081215
8,8.0,118,-0.4952201647312435,-0.71172622136973,0.3873819444444444,0.00676109039333331,5.041514151309111,-1.2060678588801454,0.04776227016560137,2.736576500452566
9,9.0,108,0.7446209532768449,-0.2106041351368991,0.0541895261845386,0.0009457856520158789,5.795341046120409,-1.3808805542281521,0.048708055817617245,2.7907660266371046
10,10.0,78,5.781817073821821,-0.0843285112431099,0.0009984276729559,1.74258502361056e-05,11.574406722333531,-1.1835993261262991,0.04872548166785335,2.7917644543100604
11,11.0,13,1.9427350398360863,-0.234952237368113,0.0600435949027498,0.0010479584257866684,13.526279655781108,-1.3236494618847279,0.04977344009364002,2.8518080492128104
12,12.0,100,2.230266991573626,-0.1743949438103391,0.0499554507337525,0.0008718870946217984,15.762461243795748,-1.3868661966454934,0.05064532718826182,2.9017634999465627
13,13.0,65,0.5075772838258665,-0.4469136650765319,0.3614761040532365,0.006308948183010597,16.29201212593551,-1.8075113990586216,0.056954275371272414,3.263239603999799
14,14.0,106,3.1903797769994715,0.2940970960459334,-0.0976114151681,-0.0017036405822144793,19.460477808501533,-1.3322836202080262,0.05525063478905794,3.165628188831699
15,15.0,102,-0.8575108792401783,-0.0884918503243904,0.1638324420677361,0.0028594155356648616,18.609162172977353,-1.4679943578125374,0.0581100503247228,3.3294606308994354
16,16.0,45,5.885011301577853,0.1047885837545252,-0.0083234963462619,-0.00014527241651998818,24.47815423863468,-1.0215967769099668,0.057964777908202814,3.3211371345531737
