,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,0,-0.0009200022093485,0.0141075294164002,-0.0035249357474948,-6.152173471503172e-05,0.0,0.0,0.0,0.0
1,1.0,48,-0.6233050655437914,-0.0164676461877754,-0.0087714418173389,-0.00015309053985967884,-0.6233050655437914,-0.0164676461877754,-0.00015309053985967884,-0.0087714418173389
2,2.0,123,0.038423418597783,-0.2612468529842067,0.0088398791540785,0.00015428499671708094,-0.5849216418178715,-0.2777203783724717,1.1944568574021042e-06,6.843733673960018e-05
3,3.0,0,-0.0009200022093485,0.0141075294164002,-0.0035249357474948,-6.152173471503172e-05,-0.5858416608780547,-0.2636128500549845,-6.032727785762961e-05,-0.0034564984107551995
4,4.0,0,-0.0009200022093485,0.0141075294164002,-0.0035249357474948,-6.152173471503172e-05,-0.5867608120168826,-0.2495052651630268,-0.00012184901257266133,-0.006981434158249999
5,5.0,0,-0.0009200022093485,0.0141075294164002,-0.0035249357474948,-6.152173471503172e-05,-0.5876790952308764,-0.23539762374999462,-0.00018337074728769304,-0.010506369905744798
6,6.0,43,1.904215778616996,0.026763727422542,-0.0052818035426731,-9.21848622631464e-05,1.316541559056323,-0.2089830742457807,-0.00027555560955083946,-0.0157881734484179
7,7.0,62,-0.249872447200364,-0.7298677457106014,0.1692954856361148,0.00295476363311297,1.0664680021934625,-0.9387819384930002,0.0026792080235621307,0.15350731218769692
8,8.0,20,6.738428449697333,-0.1146067154833986,-0.0034757281553398,-6.066290021494844e-05,7.805179322025523,-1.035334612674242,0.002618545123347182,0.1500315840323571
9,9.0,123,0.038423418597783,-0.2612468529842067,0.0088398791540785,0.00015428499671708094,7.844286694784045,-1.296479956662639,0.0027728301200642632,0.1588714631864356
10,10.0,0,-0.0009200022093485,0.0141075294164002,-0.0035249357474948,-6.152173471503172e-05,7.8433275783790934,-1.2823750324862546,0.0027113083853492316,0.1553465274389408
11,11.0,72,1.1147027103102418,0.5256521599557591,-0.2577887788778877,-0.004499262966114754,8.95660098813147,-0.7537025055118783,-0.001787954580765522,-0.10244225143894689
12,12.0,25,2.004450392061176,0.22862395167662,-0.0495551864156515,-0.0008649011643926859,10.961456945322333,-0.5286627836165104,-0.002652855745158208,-0.1519974378545984
13,13.0,71,0.0196856208600149,-0.0881710484100069,0.0089726939726939,0.00015660305259735874,10.980908592114222,-0.6168857448196328,-0.0024962526925608494,-0.1430247438819045
