,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi [deg],r [deg/m],t [s],p_x [m],p_y [m],COG [rad],psi [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code
1,07:13:23,34.95758482,136.79295568,2,12.06,33.12,122.886,33.886,-0.2,0.0,-9445.94339280002,-3719.560773028284,0.578053048260522,0.5914222703307985,-0.0033333333333333,-5.817764173314432e-05,6.204200000000001,0.0133692220702765,0.7660000000000008,6.203645551006435,-0.0829428567031149,8.0
2,07:13:24,34.95763182,136.79299273,2,12.07,33.06,122.884,33.884,-0.1,1.0,-9440.720752799782,-3716.187265081509,0.5770058507093254,0.5913873637457586,-0.0016666666666666,-2.908882086657216e-05,6.2093444444444446,0.0143815130364332,0.8239999999999958,6.208702322622589,-0.0892966898264755,8.0
3,07:13:25,34.95767886,136.79302983,2,12.07,33.05,122.886,33.886,0.1,2.0,-9435.493667999968,-3712.809206962952,0.5768313177841259,0.5914222703307985,0.0016666666666666,2.908882086657216e-05,6.2093444444444446,0.0145909525466726,0.8360000000000027,6.208683484195663,-0.0905970354321459,8.0
4,07:13:26,34.95772595,136.79306696,2,12.07,33.04,122.897,33.897,0.3,3.0,-9430.26102720048,-3709.4284189308455,0.5766567848589265,0.5916142565485178,0.005,8.726646259971648e-05,6.2093444444444446,0.0149574716895913,0.8569999999999989,6.208649861622906,-0.0928726306452434,8.0
5,07:13:27,34.95777296,136.79310416,2,12.08,33.05,122.898,33.898,0.3,4.0,-9425.037276000154,-3706.041262973993,0.5768313177841259,0.5916317098410379,0.005,8.726646259971648e-05,6.214488888888889,0.0148003920569119,0.8480000000000032,6.213808254430729,-0.0919735140787508,8.0
6,07:13:28,34.95781994,136.79314143,2,12.08,33.1,122.916,33.916,0.6,5.0,-9419.8168584001,-3702.6477379655184,0.5777039824101231,0.5919458691063968,0.01,0.0001745329251994,6.214488888888889,0.0142418866962736,0.8159999999999976,6.213858652997604,-0.0885030546945268,8.0
7,07:13:29,34.95786689,136.79317869,2,12.08,33.13,122.929,33.929,0.7,6.0,-9414.599774400323,-3699.255125817357,0.5782275811857214,0.5921727619091561,0.0116666666666666,0.000203621746066,6.214488888888889,0.0139451807234347,0.7990000000000038,6.213884638865397,-0.0866593618491987,8.0
8,07:13:30,34.95791373,136.79321595,2,12.08,33.15,122.94,33.94,0.7,7.0,-9409.39491359998,-3695.8625180958743,0.5785766470361202,0.5923647481268755,0.0116666666666666,0.000203621746066,6.214488888888889,0.0137881010907552,0.7900000000000017,6.213898174625339,-0.0856832860675097,8.0
9,07:13:31,34.95796056,136.79325329,2,12.08,33.19,122.957,33.957,0.7,8.0,-9404.191164000516,-3692.462630629642,0.5792747787369179,0.5926614540997145,0.0116666666666666,0.000203621746066,6.214488888888889,0.0133866753627965,0.7670000000000045,6.213932069438005,-0.0831888606326784,8.0
10,07:13:32,34.9580074,136.79329053,2,12.08,33.18,122.981,33.981,0.7,9.0,-9398.986303200174,-3689.071847264169,0.5791002458117185,0.5930803331201931,0.0116666666666666,0.000203621746066,6.214488888888889,0.0139800873084746,0.8010000000000049,6.213881610097299,-0.0868762672889335,8.0
11,07:13:33,34.95805431,136.79332771,2,12.09,33.16,122.993,33.993,0.7,10.0,-9393.773663999971,-3685.6865256891097,0.5787511799613196,0.5932897726304325,0.0116666666666666,0.000203621746066,6.219633333333333,0.0145385926691128,0.8330000000000042,6.218976020857952,-0.0904215300960139,8.0
12,07:13:34,34.9581013,136.79336482,2,12.09,33.1,123.002,34.002,0.6,11.0,-9388.552135199829,-3682.307575918735,0.5777039824101231,0.593446852263112,0.01,0.0001745329251994,6.219633333333333,0.0157428698529888,0.9020000000000024,6.218862618659927,-0.0979108336463,8.0
13,07:13:35,34.95814827,136.7934019,2,12.09,33.05,123.007,34.007,0.5,12.0,-9383.332828799868,-3678.931359246252,0.5768313177841259,0.5935341187257116,0.0083333333333333,0.0001454441043328,6.219633333333333,0.0167028009415857,0.956999999999999,6.218765765780952,-0.1038804671820216,8.0
14,07:13:36,34.95819529,136.79343903,2,12.09,33.02,123.024,34.024,0.7,13.0,-9378.10796640024,-3675.5505921997697,0.5763077190085276,0.5938308246985508,0.0116666666666666,0.000203621746066,6.219633333333333,0.0175231056900231,1.0040000000000038,6.218678459846758,-0.108981714746428,8.0
15,07:13:37,34.95824231,136.79347613,2,12.09,32.98,123.048,34.048,0.9,14.0,-9372.883103999817,-3672.1725578057294,0.5756095873077298,0.5942497037190294,0.015,0.0002617993877991,6.219633333333333,0.0186401164112995,1.0680000000000087,6.218552846565854,-0.115927975824802,8.0
16,07:13:38,34.95828938,136.79351328,2,12.09,33.01,123.06,34.06,0.8,15.0,-9367.652685600517,-3668.789973043056,0.5761331860833282,0.5944591432292687,0.0133333333333333,0.0002327105669325,6.219633333333333,0.0183259571459405,1.0500000000000047,6.2185889595396935,-0.1139743541422479,8.0
17,07:13:39,34.95833638,136.79355056,2,12.08,33.06,123.065,34.065,0.6,16.0,-9362.430045600278,-3665.395558719656,0.5770058507093254,0.5945464096918683,0.01,0.0001745329251994,6.214488888888889,0.0175405589825429,1.004999999999995,6.213532903743839,-0.1090000193399805,8.0
18,07:13:40,34.95838325,136.79358794,2,12.09,33.15,123.067,34.067,0.4,17.0,-9357.221851200447,-3661.992046886595,0.5785766470361202,0.5945813162769082,0.0066666666666666,0.0001163552834662,6.219633333333333,0.016004669240788,0.9170000000000016,6.218836772546851,-0.0995389246987228,8.0
19,07:13:41,34.95843013,136.79362556,2,12.09,33.28,123.09,34.09,0.6,18.0,-9352.012545599737,-3658.566691116276,0.5808455750637129,0.594982742004867,0.01,0.0001745329251994,6.219633333333333,0.014137166941154,0.8100000000000005,6.219011817314496,-0.0879250659013497,8.0
20,07:13:42,34.95847697,136.79366327,2,12.09,33.38,123.107,34.107,0.6,19.0,-9346.80768480018,-3655.133146076712,0.5825909043157073,0.5952794479777059,0.01,0.0001745329251994,6.219633333333333,0.0126885436619986,0.7269999999999943,6.219132662240981,-0.078915971504586,8.0
21,07:13:43,34.95852375,136.79370099,2,12.09,33.45,123.116,34.116,0.6,20.0,-9341.60949120039,-3651.698694104284,0.5838126347921033,0.5954365276103855,0.01,0.0001745329251994,6.219633333333333,0.0116238928182821,0.6659999999999942,6.21921315554543,-0.072294723194492,8.0
22,07:13:44,34.95857058,136.79373862,2,12.09,33.47,123.124,34.124,0.4,21.0,-9336.405741600134,-3648.2724350913927,0.5841617006425021,0.5955761539505451,0.0066666666666666,0.0001163552834662,6.219633333333333,0.011414453308043,0.6540000000000062,6.219228160514131,-0.0709921726610439,8.0
23,07:13:45,34.95861739,136.79377623,2,12.09,33.48,123.122,34.122,0.2,22.0,-9331.204214400066,-3644.847998954039,0.5843362335677015,0.5955412473655052,0.0033333333333333,5.817764173314432e-05,6.219633333333333,0.0112050137978036,0.6420000000000059,6.219242892676958,-0.0696896190135294,8.0
24,07:13:46,34.95866415,136.79381383,2,12.08,33.48,123.118,34.118,0.1,23.0,-9326.008243200456,-3641.4244761157497,0.5843362335677015,0.5954714341954254,0.0016666666666666,2.908882086657216e-05,6.214488888888889,0.0111352006277238,0.6380000000000036,6.214103617263282,-0.0691981505450124,8.0
25,07:13:47,34.95871086,136.79385141,2,12.08,33.48,123.108,34.108,0.0,24.0,-9320.81782800052,-3638.002776813132,0.5843362335677015,0.5952969012702258,0.0,0.0,6.214488888888889,0.0109606677025243,0.6279999999999978,6.214115599972644,-0.0681135838147566,8.0
26,07:13:48,34.95875769,136.793889,2,12.08,33.47,123.092,34.092,-0.3,25.0,-9315.614078400264,-3634.5801665619706,0.5841617006425021,0.5950176485899068,-0.005,-8.726646259971648e-05,6.214488888888889,0.0108559479474047,0.6220000000000008,6.2141226987377465,-0.0674628427785574,8.0
27,07:13:49,34.95880455,136.79392658,2,12.08,33.46,123.077,34.077,-0.6,26.0,-9310.406995199735,-3631.158467836215,0.5839871677173026,0.5947558492021077,-0.01,-0.0001745329251994,6.214488888888889,0.010768681484805,0.6170000000000011,6.21412856231976,-0.0669205580162868,8.0
28,07:13:50,34.95885136,136.79396423,2,12.08,33.48,123.055,34.055,-1.0,27.0,-9305.20546800046,-3627.730400540833,0.5843362335677015,0.5943718767666689,-0.0166666666666666,-0.0002908882086657,6.214488888888889,0.0100356431989674,0.5750000000000024,6.2141759480807215,-0.0623653462952243,8.0
29,07:13:51,34.95889809,136.79400196,2,12.08,33.53,123.025,34.025,-1.4,28.0,-9300.012830400336,-3624.295055104611,0.5852088981936987,0.5938482779910706,-0.0233333333333333,-0.000407243492132,6.214488888888889,0.0086393797973719,0.4950000000000011,6.214256969075993,-0.053688661874882,8.0
