,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi [deg],r [deg/m],t [s],p_x [m],p_y [m],COG [rad],psi [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code
1,04:03:03,34.95130476,136.78789678,2,9.1,32.2,301.961,31.961,0.3,0.0,-9238.45123920013,-6898.013569747056,0.5619960191421741,0.5578246822299077,0.005,8.726646259971648e-05,4.681444444444445,-0.0041713369122664,-0.2390000000000004,4.6814037158159705,0.0195278253828592,88.0
2,04:03:04,34.95134048,136.78792412,2,9.1,32.2,301.963,31.963,0.2,1.0,-9234.48203280017,-6895.523248918392,0.5619960191421741,0.5578595888149476,0.0033333333333333,5.817764173314432e-05,4.681444444444445,-0.0041364303272265,-0.2369999999999992,4.681404394613593,0.0193644135540831,88.0
3,04:03:05,34.95137621,136.78795145,2,9.1,32.2,301.959,31.959,0.1,2.0,-9230.511715200111,-6893.033839076626,0.5619960191421741,0.5577897756448678,0.0016666666666666,2.908882086657216e-05,4.681444444444445,-0.0042062434973063,-0.2410000000000015,4.681403031314199,0.0196912371878412,88.0
4,04:03:06,34.95141194,136.78797879,2,9.11,32.2,301.949,31.949,-0.2,3.0,-9226.541397600064,-6890.543519998115,0.5619960191421741,0.5576152427196683,-0.0033333333333333,-5.817764173314432e-05,4.686588888888888,-0.0043807764225057,-0.2510000000000009,4.68654391832363,0.020530832437716,88.0
5,04:03:07,34.95144767,136.78800619,2,9.11,32.23,301.949,31.949,-0.1,4.0,-9222.571080000018,-6888.0477400816735,0.5625196179177724,0.5576152427196683,-0.0016666666666666,-2.908882086657216e-05,4.686588888888888,-0.004904375198104,-0.2809999999999991,4.686532525984097,0.022984698168692,88.0
6,04:03:08,34.95148337,136.78803366,2,9.11,32.29,301.946,31.946,-0.2,5.0,-9218.604096000236,-6885.545590279011,0.563566815468969,0.5575628828421085,-0.0033333333333333,-5.817764173314432e-05,4.686588888888888,-0.0060039326268604,-0.3440000000000002,4.686504419922756,0.0281377948898181,88.0
7,04:03:09,34.95151904,136.78806125,2,9.11,32.38,301.949,31.949,-0.1,6.0,-9214.640445599953,-6883.032518985933,0.5651376117957639,0.5576152427196683,-0.0016666666666666,-2.908882086657216e-05,4.686588888888888,-0.0075223690760956,-0.4310000000000024,4.686456291769149,0.0352539188480328,88.0
8,04:03:10,34.95155467,136.78808896,2,9.12,32.49,301.948,31.948,-0.0,7.0,-9210.681240000034,-6880.508526632448,0.5670574739729577,0.5575977894271484,-0.0,-0.0,4.691733333333333,-0.0094596845458092,-0.5419999999999994,4.691523413538175,0.044381655379403,88.0
9,04:03:11,34.95159025,136.78811679,2,9.12,32.62,301.94,31.94,-0.1,8.0,-9206.727590399782,-6877.973613645612,0.5693264020005503,0.5574581630869889,-0.0016666666666666,-2.908882086657216e-05,4.691733333333333,-0.0118682389135613,-0.6799999999999958,4.691402909939867,0.0556813049313234,88.0
10,04:03:12,34.95162578,136.78814467,2,9.12,32.73,301.924,31.924,-0.4,9.0,-9202.779496799994,-6875.434152259212,0.571246264177744,0.5571789104066698,-0.0066666666666666,-0.0001163552834662,4.691733333333333,-0.0140673537710742,-0.8059999999999982,4.691269116396927,0.0659980958172256,88.0
11,04:03:13,34.9516613,136.78817255,2,9.12,32.79,301.901,31.901,-0.7,10.0,-9198.83251440029,-6872.894692393714,0.5722934617289407,0.556777484678711,-0.0116666666666666,-0.000203621746066,4.691733333333333,-0.0155159770502296,-0.8890000000000045,4.691168587717065,0.0727939058423507,88.0
12,04:03:14,34.95169685,136.7882004,2,9.12,32.8,301.875,31.875,-0.9,11.0,-9194.882198400312,-6870.357963325106,0.57246799465414,0.5563236990731926,-0.015,-0.0002617993877991,4.691733333333333,-0.0161442955809474,-0.9249999999999934,4.691121923960577,0.075741439433853,88.0
13,04:03:15,34.95173247,136.78822819,2,9.12,32.75,301.851,31.851,-1.0,12.0,-9190.924103999696,-6867.826694330898,0.5715953300281429,0.5559048200527139,-0.0166666666666666,-0.0002908882086657,4.691733333333333,-0.0156905099754289,-0.8989999999999975,4.691155811333222,0.0736126681056967,88.0
14,04:03:16,34.95176815,136.78825587,2,9.12,32.67,301.838,31.838,-0.9,13.0,-9186.959342400109,-6865.3054374246085,0.5701990666265475,0.5556779272499547,-0.015,-0.0002617993877991,4.691733333333333,-0.0145211393765928,-0.8320000000000004,4.6912386843957945,0.0681269193455892,88.0
15,04:03:17,34.95180389,136.78828351,2,9.13,32.59,301.822,31.822,-0.9,14.0,-9182.987913599964,-6862.787820370417,0.568802803224952,0.5553986745696355,-0.015,-0.0002617993877991,4.696877777777778,-0.0134041286553164,-0.7680000000000018,4.696455838518446,0.0629556687576338,15.0
16,04:03:18,34.95183966,136.78831113,2,9.13,32.54,301.803,31.803,-0.9,15.0,-9179.01315120034,-6860.272023793277,0.5679301385989548,0.5550670620117566,-0.015,-0.0002617993877991,4.696877777777778,-0.0128630765871982,-0.737,4.6964892133975855,0.0604146325226156,15.0
17,04:03:19,34.95187541,136.78833875,2,9.13,32.52,301.786,31.786,-0.9,16.0,-9175.0406112001,-6857.756229152592,0.5675810727485561,0.5547703560389177,-0.015,-0.0002617993877991,4.696877777777778,-0.0128107167096384,-0.7340000000000014,4.6964923702625,0.0601687248397384,15.0
18,04:03:20,34.9519111,136.78836651,2,9.13,32.58,301.768,31.768,-0.9,17.0,-9171.07473840042,-6855.227693672389,0.5686282702997525,0.5544561967735586,-0.015,-0.0002617993877991,4.696877777777778,-0.0141720735261938,-0.8119999999999952,4.696406107198004,0.0665622690119162,15.0
19,04:03:21,34.95194672,136.78839438,2,9.13,32.67,301.751,31.751,-0.9,18.0,-9167.116643999803,-6852.689148731451,0.5701990666265475,0.5541594908007196,-0.015,-0.0002617993877991,4.696877777777778,-0.0160395758258279,-0.9190000000000026,4.696273612571783,0.0753326970490675,15.0
20,04:03:22,34.95198232,136.78842231,2,9.13,32.76,301.738,31.738,-0.9,19.0,-9163.160772000156,-6850.145143827385,0.5717698629533423,0.5539325979979604,-0.015,-0.0002617993877991,4.696877777777778,-0.0178372649553819,-1.021999999999995,4.696130599434856,0.0837750107987943,15.0
21,04:03:23,34.95201791,136.78845027,2,9.14,32.82,301.727,31.727,-0.8,20.0,-9159.206011199813,-6847.598409494019,0.572817060504539,0.5537406117802409,-0.0133333333333333,-0.0002327105669325,4.702022222222223,-0.019076448724298,-1.0930000000000006,4.701166689607711,0.0896924455820557,15.0
22,04:03:24,34.95205352,136.78847822,2,9.14,32.85,301.714,31.714,-0.8,21.0,-9155.249028000077,-6845.05258574452,0.5733406592801373,0.5535137189774817,-0.0133333333333333,-0.0002327105669325,4.702022222222223,-0.0198269403026556,-1.1360000000000032,4.701098052252097,0.0932206060007823,15.0
23,04:03:25,34.95208917,136.78850616,2,9.14,32.84,301.7,31.7,-0.8,22.0,-9151.28759999997,-6842.507671748052,0.5731661263549379,0.5532693728822025,-0.0133333333333333,-0.0002327105669325,4.702022222222223,-0.0198967534727354,-1.1400000000000057,4.70109153276979,0.0935488043312265,15.0
24,04:03:26,34.95212487,136.78853397,2,9.14,32.77,301.692,31.692,-0.6,23.0,-9147.320616000196,-6839.974590882034,0.5719443958785418,0.5531297465420429,-0.01,-0.0001745329251994,4.702022222222223,-0.0188146493364989,-1.0780000000000016,4.701190009928345,0.0884616799611223,15.0
25,04:03:27,34.95216063,136.78856166,2,9.14,32.66,301.678,31.678,-0.7,24.0,-9143.34696479987,-6837.452432405129,0.570024533701348,0.5528854004467637,-0.0116666666666666,-0.000203621746066,4.702022222222223,-0.0171391332545842,-0.9819999999999974,4.701331629875326,0.0805846400092981,15.0
26,04:03:28,34.95219645,136.78858923,2,9.14,32.53,301.674,31.674,-0.5,25.0,-9139.366646399782,-6834.941196315277,0.5677556056737554,0.5528155872766839,-0.0083333333333333,-0.0001454441043328,4.702022222222223,-0.0149400183970714,-0.8560000000000014,4.701497476546781,0.0702456852473143,15.0
27,04:03:29,34.9522323,136.78861668,2,9.14,32.41,301.665,31.665,-0.4,26.0,-9135.382994400208,-6832.440883861118,0.5656612105713621,0.5526585076440045,-0.0066666666666666,-0.0001163552834662,4.702022222222223,-0.0130027029273576,-0.7449999999999918,4.701624741707577,0.0611372753299966,15.0
28,04:03:30,34.95226817,136.78864409,2,9.14,32.32,301.65,31.65,-0.6,27.0,-9131.397119999658,-6829.944212925151,0.5640904142445673,0.5523967082562052,-0.01,-0.0001745329251994,4.702022222222223,-0.011693705988362,-0.6700000000000028,4.70170074213807,0.0549828123138379,15.0
29,04:03:31,34.95230402,136.78867153,2,9.14,32.29,301.644,31.644,-0.4,28.0,-9127.413468000084,-6827.444812970159,0.563566815468969,0.5522919885010856,-0.0066666666666666,-0.0001163552834662,4.702022222222223,-0.0112748269678833,-0.6460000000000017,4.701723360804622,0.0530133637463483,15.0
30,04:03:32,34.95234164,136.7886939,4,2.73,9.65,301.637,31.637,-0.4,29.0,-9123.233133600028,-6825.406870105407,0.1684242728174528,0.552169815453446,-0.0066666666666666,-0.0001163552834662,1.4044333333333334,0.3837455426359932,21.987,1.3022872485324692,-0.5258145206130282,74.0
31,04:03:33,34.95237745,136.78872148,4,5.28,18.68,301.631,31.631,-0.3,30.0,-9119.253926400028,-6822.894729519233,0.3260275042725407,0.5520650956983264,-0.005,-8.726646259971648e-05,2.716266666666667,0.2260375914257856,12.951000000000002,2.6471705173074747,-0.6087633832143011,111.0
32,04:03:34,34.95241316,136.78874906,4,6.81,24.16,301.624,31.624,-0.3,31.0,-9115.285831200164,-6820.382594191908,0.42167154728183,0.5519429226506868,-0.005,-8.726646259971648e-05,3.5033666666666665,0.1302713753688567,7.463999999999999,3.473681511731169,-0.4550986224634939,112.0
33,04:03:35,34.95244895,136.78877681,4,7.74,27.5,301.619,31.619,-0.2,32.0,-9111.308846400354,-6817.85498128007,0.4799655442984406,0.5518556561880871,-0.0033333333333333,-5.817764173314432e-05,3.9818,0.0718901118896464,4.119000000000001,3.971515084813793,-0.2860055438212506,89.0
34,04:03:36,34.95248467,136.78880452,4,8.3,29.52,301.608,31.608,-0.3,33.0,-9107.339640000391,-6815.331013640445,0.5152211951887261,0.5516636699703676,-0.005,-8.726646259971648e-05,4.2698888888888895,0.0364424747816415,2.087999999999996,4.26705388122197,-0.1555708783973422,89.0
35,04:03:37,34.95252046,136.78883217,4,8.64,30.69,301.606,31.606,-0.2,34.0,-9103.362655199791,-6812.812506077701,0.5356415474370597,0.5516287633853278,-0.0033333333333333,-5.817764173314432e-05,4.4448,0.0159872159482681,0.916000000000004,4.444231986496058,-0.0710569504362232,104.0
36,04:03:38,34.95255629,136.78885973,4,8.84,31.33,301.598,31.598,-0.2,35.0,-9099.381225600397,-6810.30219077157,0.5468116546498234,0.5514891370451682,-0.0033333333333333,-5.817764173314432e-05,4.547688888888889,0.0046774823953448,0.2680000000000011,4.547639139897264,-0.0212716571505489,88.0
37,04:03:39,34.95259224,136.78888714,4,8.96,31.65,301.595,31.595,-0.1,36.0,-9095.3864615999,-6807.805526282567,0.5523967082562052,0.5514367771676084,-0.0016666666666666,-2.908882086657216e-05,4.609422222222222,-0.0009599310885968,-0.0549999999999965,4.609420098505551,0.0044247270120395,88.0
38,04:03:40,34.9526282,136.78891441,4,9.04,31.79,301.596,31.596,-0.0,37.0,-9091.39058640011,-6805.321606860519,0.5548401692089974,0.5514542304601283,-0.0,-0.0,4.6505777777777775,-0.003385938748869,-0.1940000000000032,4.650551119339941,0.0157465414144497,88.0
