,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi [deg],r [deg/m],t [s],p_x [m],p_y [m],COG [rad],psi [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code
1,10:24:16,34.92378679,136.72037505,4,8.54,0.86,91.391,1.391,0.5,0.0,-8370.215119199618,2061.908606180661,0.0150098315671512,0.0242775298952411,0.0083333333333333,0.0001454441043328,4.393355555555555,0.0092676983280898,0.531,4.39316688374136,-0.0407157110841056,104.0
2,10:24:17,34.92382641,136.72037574,4,8.54,0.84,91.401,1.401,0.4,1.0,-8365.812544800121,2061.970944255389,0.0146607657167523,0.0244520628204405,0.0066666666666666,0.0001163552834662,4.393355555555555,0.0097912971036881,0.5609999999999998,4.393144962840055,-0.0430159621991052,104.0
3,10:24:18,34.92386598,136.72037637,4,8.54,0.83,91.415,1.415,0.4,2.0,-8361.415526399505,2062.0278189064666,0.0144862327915529,0.0246964089157197,0.0066666666666666,0.0001163552834662,4.393355555555555,0.0102101761241668,0.5850000000000001,4.393126558946673,-0.0448561546303646,104.0
4,10:24:19,34.92390552,136.72037707,4,8.54,0.83,91.424,1.424,0.3,3.0,-8357.021841599953,2062.091068597586,0.0144862327915529,0.0248534885483992,0.005,8.726646259971648e-05,4.393355555555555,0.0103672557568463,0.5940000000000001,4.393119458760383,-0.04554622478033,104.0
5,10:24:20,34.92394509,136.72037782,4,8.54,0.85,91.44,1.44,0.4,4.0,-8352.624823200129,2062.15887122446,0.0148352986419518,0.0251327412287183,0.0066666666666666,0.0001163552834662,4.393355555555555,0.0102974425867665,0.5899999999999999,4.393122627780952,-0.0452395270736305,104.0
6,10:24:21,34.9239846,136.72037854,4,8.53,0.87,91.45,1.45,0.4,5.0,-8348.234472000066,2062.223942566188,0.0151843644923506,0.0253072741539177,0.0066666666666666,0.0001163552834662,4.388211111111111,0.0101229096615671,0.5800000000000001,4.387986275794226,-0.0444207059885375,104.0
7,10:24:22,34.92402415,136.7203793,4,8.53,0.89,91.465,1.465,0.5,6.0,-8343.839675999632,2062.292656046309,0.0155334303427495,0.0255690735417169,0.0083333333333333,0.0001454441043328,4.388211111111111,0.0100356431989673,0.5750000000000001,4.387990135523887,-0.0440377817796573,104.0
8,10:24:23,34.92406365,136.72038016,4,8.53,0.92,91.477,1.477,0.6,7.0,-8339.45043599966,2062.3704768094567,0.0160570291183478,0.0257785130519562,0.01,0.0001745329251994,4.388211111111111,0.0097214839336084,0.557,4.388003753862199,-0.0426592518717772,104.0
9,10:24:24,34.92410314,136.72038088,4,8.52,0.93,91.478,1.478,0.4,8.0,-8335.06230719978,2062.435548303226,0.0162315620435472,0.0257959663444761,0.0066666666666666,0.0001163552834662,4.383066666666666,0.0095644043009289,0.548,4.382866191482028,-0.0419207825340698,104.0
10,10:24:25,34.92414262,136.72038168,4,8.52,0.93,91.485,1.485,0.4,9.0,-8330.675289599993,2062.50790523694,0.0162315620435472,0.0259181393921157,0.0066666666666666,0.0001163552834662,4.383066666666666,0.0096865773485685,0.555,4.382861037182392,-0.0424562503398876,104.0
