,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,28,0.2533985721876736,-0.1488357530164974,0.013611111111111,0.00023755870374367067,0.0,0.0,0.0,0.0
1,1.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,1.2521109681009,0.0576413379986915,-0.00021198453753907737,-0.0121458193230217
2,2.0,2,2.384816595358022,0.0110089347969944,-0.029398820058997,-0.0005131062062308512,3.636929843599075,0.06814472830903302,-0.0007250907437699286,-0.0415446393820187
3,3.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,4.8890822777441745,0.12487815716148107,-0.000937075281309006,-0.053690458705040404
4,4.0,2,2.384816595358022,0.0110089347969944,-0.029398820058997,-0.0005131062062308512,7.273908142235686,0.1336523347700418,-0.0014501814875398573,-0.0830892787640374
5,5.0,28,0.2533985721876736,-0.1488357530164974,0.013611111111111,0.00023755870374367067,7.527090609193413,-0.015550735533282456,-0.0012126227837961866,-0.0694781676529264
6,6.0,98,2.6341131781727167,-0.0768363098830058,0.0220031880977683,0.00038402807824168485,10.161108677258063,-0.09558117379629787,-0.0008285947055545017,-0.0474749795551581
7,7.0,47,5.584488655989108,0.8614158799652575,-0.0528812785388127,-0.0009229524231664976,15.74630918073411,0.7612071332540861,-0.0017515471287209994,-0.10035625809397081
8,8.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,16.99851918961747,0.8166552525837435,-0.0019635316662600768,-0.1125020774169925
9,9.0,122,5.642054201191793,0.2443647490277763,-0.0305639797818568,-0.0005334420797063794,22.641042332079703,1.0499411855747156,-0.002496973745966456,-0.1430660571988493
10,10.0,124,0.5003499131856505,-0.3471113732228273,-0.1714261857047428,-0.002991951364682998,23.14052395837065,0.7015815351510858,-0.0054889251106494535,-0.31449224290359207
11,11.0,36,1.0481646473175978,0.1067514808794766,-0.027505634437683,-0.0004800638837875074,24.18925876396073,0.8025781395510492,-0.005968988994436961,-0.3419978773412751
12,12.0,2,2.384816595358022,0.0110089347969944,-0.029398820058997,-0.0005131062062308512,26.574098587153255,0.7993520187483674,-0.0064820952006678124,-0.3713966974002721
13,13.0,86,0.9445499145582648,-0.0614622039289811,0.0054754548575351,9.556471530830454e-05,27.51823025687338,0.7317684864692451,-0.006386530485359508,-0.365921242542737
14,14.0,47,5.584488655989108,0.8614158799652575,-0.0528812785388127,-0.0009229524231664976,33.108106445204925,1.557501534282761,-0.007309482908526006,-0.41880252108154975
15,15.0,2,2.384816595358022,0.0110089347969944,-0.029398820058997,-0.0005131062062308512,35.49293980111589,1.5510785540669787,-0.007822589114756858,-0.44820134114054677
16,16.0,27,0.5165977353505885,-0.171764012348937,0.0414100312256049,0.0007227413882404684,36.00817810490036,1.3752787064536727,-0.00709984772651639,-0.4067913099149419
17,17.0,117,3.0913886170544376,-0.1387330272975255,-0.3773801560758082,-0.006586526255212937,39.098503832080866,1.2146009717075201,-0.013686373981729328,-0.7841714659907502
18,18.0,86,0.9445499145582648,-0.0614622039289811,0.0054754548575351,9.556471530830454e-05,40.04212411452354,1.140217464351118,-0.013590809266421023,-0.7786960111332151
19,19.0,84,3.855952262922519,-0.0427159111688636,0.0169956579826319,0.0002966301903397839,43.897139740340776,1.0451015996953863,-0.013294179076081238,-0.761700353150583
20,20.0,93,0.255649574039914,0.1433794040509487,-0.3459795918367346,-0.006038483022257114,44.15467277890206,1.1850697827306262,-0.019332662098338352,-1.1076799449873176
21,21.0,98,2.6341131781727167,-0.0768363098830058,0.0220031880977683,0.00038402807824168485,46.786808362218096,1.0573265833766843,-0.018948634020096666,-1.0856767568895493
