,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,0.0,0.0,0.0,0.0
1,1.0,36,1.0481646473175978,0.1067514808794766,-0.027505634437683,-0.0004800638837875074,1.0481646473175978,0.1067514808794766,-0.0004800638837875074,-0.027505634437683
2,2.0,89,4.119754998071647,-0.1336104849418716,0.0289139704038123,0.0005046439833707191,5.167855029101289,-0.028836734175031728,2.4580099583211697e-05,0.001408335966129304
3,3.0,86,0.9445499145582648,-0.0614622039289811,0.0054754548575351,9.556471530830454e-05,6.112406454121307,-0.09027572095448685,0.00012014481489151624,0.006883790823664404
4,4.0,56,0.3662709575115334,0.0223263782975252,0.0107386785449146,0.00018742529792203352,6.478674726590739,-0.0679053372618153,0.00030757011281354975,0.017622469368579002
5,5.0,69,0.5579668452933007,0.0970755805257364,-0.0284915982805783,-0.0004972721991516466,7.0366116879456,0.029341852595123855,-0.0001897020863380968,-0.010869128911999301
6,6.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,8.288733568198728,0.08674566149509845,-0.00040168662387717415,-0.023014948235021
7,7.0,69,0.5579668452933007,0.0970755805257364,-0.0284915982805783,-0.0004972721991516466,8.84673936243861,0.18359710637686444,-0.0008989588230288207,-0.0515065465155993
8,8.0,69,0.5579668452933007,0.0970755805257364,-0.0284915982805783,-0.0004972721991516466,9.404793249215759,0.2801710585269303,-0.0013962310221804673,-0.0799981447961776
9,9.0,22,3.597786812566852,0.0195510064157065,0.004749048113534,8.288652591679379e-05,13.002603852623324,0.294698705958914,-0.0013133444962636735,-0.07524909668264361
10,10.0,27,0.5165977353505885,-0.171764012348937,0.0414100312256049,0.0007227413882404684,13.518975557185613,0.12225637114811622,-0.0005906031080232052,-0.03383906545703871
11,11.0,93,0.255649574039914,0.1433794040509487,-0.3459795918367346,-0.006038483022257114,13.774709766955441,0.26548476276862,-0.00662908613028032,-0.37981865729377334
12,12.0,22,3.597786812566852,0.0195510064157065,0.004749048113534,8.288652591679379e-05,17.372547132187766,0.2611854756250523,-0.006546199604363526,-0.37506960918023935
13,13.0,98,2.6341131781727167,-0.0768363098830058,0.0220031880977683,0.00038402807824168485,20.00610088886362,0.16710750456857038,-0.0061621715261218415,-0.35306642108247105
14,14.0,84,3.855952262922519,-0.0427159111688636,0.0169956579826319,0.0002966301903397839,23.861716721112426,0.10063151554523696,-0.005865541335782058,-0.33607076309983913
15,15.0,54,3.3644717545899816,0.0654037657609145,-0.0387294987294987,-0.000675957270476713,27.22651422554949,0.14629982122439372,-0.00654149860625877,-0.37480026182933784
16,16.0,84,3.855952262922519,-0.0427159111688636,0.0169956579826319,0.0002966301903397839,31.08210456426567,0.07836129752294041,-0.0062448684159189865,-0.3578046038467059
17,17.0,122,5.642054201191793,0.2443647490277763,-0.0305639797818568,-0.0005334420797063794,36.725574766108245,0.28748762457972743,-0.006778310495625366,-0.38836858362856275
18,18.0,70,3.5511930645530225,0.3010060168746736,-0.0891334139459894,-0.0015556715469005463,40.27872654693487,0.5644158216503989,-0.008333982042525914,-0.4775019975745522
19,19.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,41.531274408758065,0.6116202083849724,-0.008545966580064991,-0.4896478168975739
20,20.0,28,0.2533985721876736,-0.1488357530164974,0.013611111111111,0.00023755870374367067,41.78339179781526,0.4606243809667241,-0.008308407876321321,-0.47603670578646295
21,21.0,2,2.384816595358022,0.0110089347969944,-0.029398820058997,-0.0005131062062308512,44.1682175477978,0.45181913476847163,-0.008821514082552172,-0.5054355258454599
22,22.0,36,1.0481646473175978,0.1067514808794766,-0.027505634437683,-0.0004800638837875074,45.217283109237634,0.5493201827490448,-0.00930157796633968,-0.532941160283143
23,23.0,69,0.5579668452933007,0.0970755805257364,-0.0284915982805783,-0.0004972721991516466,45.776128760300246,0.6412016665712517,-0.009798850165491327,-0.5614327585637213
24,24.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,47.02874442641756,0.6865711858802666,-0.010010834703030404,-0.573578577886743
25,25.0,27,0.5165977353505885,-0.171764012348937,0.0414100312256049,0.0007227413882404684,47.5435968036802,0.5096442921230682,-0.009288093314789936,-0.5321685466611381
26,26.0,50,1.2521109681009,0.0576413379986915,-0.0121458193230217,-0.00021198453753907737,48.7961891336192,0.5556535875192001,-0.009500077852329014,-0.5443143659841598
27,27.0,32,2.721967101558579,0.0897584124450835,-0.023959165557035,-0.000418166325000682,51.518886104402725,0.6195494391692794,-0.009918244177329696,-0.5682735315411949
28,28.0,93,0.255649574039914,0.1433794040509487,-0.3459795918367346,-0.006038483022257114,51.775945152845296,0.7603862377220514,-0.01595672719958681,-0.9142531233779294
29,29.0,28,0.2533985721876736,-0.1488357530164974,0.013611111111111,0.00023755870374367067,52.026936635180554,0.6075261920662636,-0.01571916849584314,-0.9006420122668184
30,30.0,93,0.255649574039914,0.1433794040509487,-0.3459795918367346,-0.006038483022257114,52.2848083375515,0.7468694492734321,-0.021757651518100253,-1.246621604103553
31,31.0,89,4.119754998071647,-0.1336104849418716,0.0289139704038123,0.0005046439833707191,56.40068141654764,0.5236614668499843,-0.021253007534729532,-1.2177076336997406
