,t [s],word,u [m/s],vm [m/s],r [deg/s],r [rad/s],p_x [m],p_y [m],psi [rad],psi [deg]
0,0.0,49,6.560446460218819,0.0596575515675364,-0.0013085063085063,-2.283774336655162e-05,0.0,0.0,0.0,0.0
1,1.0,5,3.110648776075987,0.0168530970008066,-0.0043805239898989,-7.645456658633462e-05,3.110648776075987,0.0168530970008066,-7.645456658633462e-05,-0.0043805239898989
2,2.0,44,0.0300197275724144,0.5672617520749347,-0.2393319366852886,-0.00417713030033289,3.140711873312018,0.5841125522725752,-0.004253584866919224,-0.24371246067518748
3,3.0,67,2.8982544658457305,-0.0303555463741818,0.0017679704016913,3.085690458731991e-05,6.038811000657798,0.5414293463477192,-0.004222727962331904,-0.24194449027349618
4,4.0,15,4.810355239171207,0.0263046858300824,-0.00586927314255,-0.00010243814103637199,10.849234429335183,0.5474210364435781,-0.004325166103368276,-0.24781376341604616
5,5.0,58,4.618396950041005,0.2852140422269351,-0.1725453112687154,-0.003011483790517558,15.468821775386381,0.8126571392560046,-0.007336649893885834,-0.4203590746847616
6,6.0,110,6.090603821937385,0.0710877743883674,-0.0040785907859078,-7.118483805559424e-05,21.55978322175742,0.8390587734363536,-0.007407834731941428,-0.42443766547066936
7,7.0,5,3.110648776075987,0.0168530970008066,-0.0043805239898989,-7.645456658633462e-05,24.670471492034093,0.832868446733915,-0.007484289298527762,-0.4288181894605682
8,8.0,110,6.090603821937385,0.0710877743883674,-0.0040785907859078,-7.118483805559424e-05,30.761436769943124,0.8583708147081485,-0.007555474136583356,-0.432896780246476
9,9.0,34,4.768158258906796,0.7249976924342142,-0.2491967353951889,-0.0043493035178671395,35.5349365830871,1.547322460275831,-0.011904777654450496,-0.682093515641665
10,10.0,49,6.560446460218819,0.0596575515675364,-0.0013085063085063,-2.283774336655162e-05,42.09562835643299,1.5288769727980653,-0.011927615397817047,-0.6834020219501713
11,11.0,20,6.738428449697333,-0.1146067154833986,-0.0034757281553398,-6.066290021494844e-05,48.832210528001674,1.3339069324655748,-0.011988278298031996,-0.6868777501055111
12,12.0,75,7.311056000342316,0.0687734747500254,-0.003013201320132,-5.25902840617431e-05,56.14356562228421,1.315030590673797,-0.01204086858209374,-0.689890951425643
13,13.0,75,7.311056000342316,0.0687734747500254,-0.003013201320132,-5.25902840617431e-05,63.45491971374392,1.2957697426670154,-0.012093458866155482,-0.692904152745775
14,14.0,75,7.311056000342316,0.0687734747500254,-0.003013201320132,-5.25902840617431e-05,70.76627278215952,1.2761243884985003,-0.012146049150217225,-0.695917354065907
